0.01	0.785328	0.785397	-0.0138593	0	0
0.02	0.78512	0.785437	-0.0276918	0.00785384	0.112366
0.03	0.784786	0.785555	-0.0392523	0.0157069	0.340755
0.04	0.784358	0.785751	-0.0462265	0.0235584	0.56483
0.05	0.783884	0.786026	-0.0487111	0.0314075	0.760585
0.06	0.783404	0.786379	-0.0472823	0.0392535	0.915335
0.07	0.782953	0.786811	-0.0427679	0.0470956	1.03096
0.08	0.78256	0.787321	-0.0359562	0.0549329	1.11326
0.09	0.782242	0.787909	-0.0275177	0.0627648	1.16935
0.1	0.782015	0.788576	-0.0179786	0.0705904	1.20583
0.11	0.781886	0.789321	-0.00773205	0.0784089	1.2282
0.12	0.781862	0.790144	0.0029396	0.0862196	1.24073
0.13	0.781946	0.791046	0.0138401	0.0940217	1.24659
0.14	0.78214	0.792025	0.0248371	0.101814	1.24803
0.15	0.782443	0.793082	0.0358438	0.109597	1.24665
0.16	0.782856	0.794217	0.0468049	0.117368	1.2435
0.17	0.783379	0.795429	0.0576869	0.125128	1.2393
0.18	0.78401	0.796719	0.0684702	0.132875	1.23448
0.19	0.784748	0.798087	0.0791444	0.140609	1.22934
0.2	0.785592	0.799531	0.0897047	0.148329	1.22406
0.21	0.786541	0.801053	0.10015	0.156034	1.21873
0.22	0.787594	0.802652	0.110481	0.163724	1.21341
0.23	0.78875	0.804328	0.120699	0.171397	1.20813
0.24	0.790008	0.80608	0.130807	0.179053	1.2029
0.25	0.791366	0.807909	0.140809	0.186691	1.19773
0.26	0.792823	0.809814	0.150705	0.19431	1.19261
0.27	0.794379	0.811795	0.1605	0.20191	1.18755
0.28	0.796033	0.813852	0.170196	0.20949	1.18252
0.29	0.797783	0.815984	0.179795	0.217049	1.17754
0.3	0.799628	0.818193	0.189299	0.224586	1.17258
0.31	0.801568	0.820476	0.198712	0.232101	1.16765
0.32	0.803602	0.822835	0.208034	0.239592	1.16275
0.33	0.805729	0.825268	0.217268	0.24706	1.15785
0.34	0.807947	0.827776	0.226416	0.254503	1.15297
0.35	0.810257	0.830358	0.235479	0.26192	1.14809
0.36	0.812656	0.833014	0.24446	0.269311	1.14321
0.37	0.815145	0.835744	0.253358	0.276675	1.13833
0.38	0.817723	0.838547	0.262177	0.284012	1.13344
0.39	0.820389	0.841424	0.270918	0.29132	1.12854
0.4	0.823141	0.844374	0.279581	0.298599	1.12363
0.41	0.82598	0.847396	0.288168	0.305848	1.11869
0.42	0.828904	0.850491	0.29668	0.313067	1.11374
0.43	0.831913	0.853657	0.305118	0.320254	1.10876
0.44	0.835006	0.856896	0.313483	0.327409	1.10375
0.45	0.838182	0.860205	0.321776	0.334532	1.09871
0.46	0.841441	0.863586	0.329998	0.341621	1.09363
0.47	0.844782	0.867038	0.338149	0.348676	1.08852
0.48	0.848204	0.870559	0.346231	0.355696	1.08337
0.49	0.851706	0.874151	0.354244	0.36268	1.07818
0.5	0.855288	0.877813	0.362188	0.369628	1.07294
0.51	0.85895	0.881544	0.370065	0.37654	1.06766
0.52	0.862689	0.885344	0.377875	0.383413	1.06232
0.53	0.866507	0.889212	0.385618	0.390248	1.05694
0.54	0.870401	0.893148	0.393294	0.397045	1.0515
0.55	0.874372	0.897153	0.400905	0.403801	1.046
0.56	0.878419	0.901224	0.40845	0.410517	1.04045
0.57	0.882541	0.905363	0.41593	0.417192	1.03484
0.58	0.886737	0.909568	0.423346	0.423826	1.02917
0.59	0.891008	0.913839	0.430696	0.430417	1.02344
0.6	0.895351	0.918176	0.437983	0.436965	1.01764
0.61	0.899767	0.922578	0.445205	0.443469	1.01177
0.62	0.904255	0.927045	0.452362	0.449929	1.00584
0.63	0.908814	0.931577	0.459456	0.456344	0.999841
0.64	0.913444	0.936172	0.466487	0.462713	0.993771
0.65	0.918143	0.940831	0.473453	0.469036	0.987629
0.66	0.922912	0.945553	0.480356	0.475312	0.981415
0.67	0.92775	0.950337	0.487195	0.48154	0.975128
0.68	0.932656	0.955183	0.49397	0.487721	0.968766
0.69	0.937629	0.960091	0.500681	0.493852	0.962328
0.7	0.942669	0.96506	0.507329	0.499935	0.955813
0.71	0.947775	0.97009	0.513913	0.505967	0.949222
0.72	0.952947	0.975179	0.520434	0.511949	0.942551
0.73	0.958184	0.980329	0.52689	0.517879	0.935802
0.74	0.963485	0.985537	0.533282	0.523758	0.928972
0.75	0.968849	0.990804	0.53961	0.529584	0.922062
0.76	0.974276	0.996128	0.545873	0.535357	0.915071
0.77	0.979766	1.00151	0.552072	0.541077	0.907998
0.78	0.985318	1.00695	0.558207	0.546743	0.900843
0.79	0.99093	1.01245	0.564276	0.552354	0.893604
0.8	0.996603	1.018	0.570281	0.55791	0.886283
0.81	1.00234	1.0236	0.57622	0.56341	0.878877
0.82	1.00813	1.02926	0.582094	0.568853	0.871388
0.83	1.01398	1.03498	0.587902	0.57424	0.863814
0.84	1.01988	1.04075	0.593644	0.579569	0.856155
0.85	1.02585	1.04657	0.59932	0.584841	0.848412
0.86	1.03187	1.05245	0.604929	0.590054	0.840583
0.87	1.03795	1.05837	0.610472	0.595208	0.83267
0.88	1.04408	1.06435	0.615948	0.600302	0.824671
0.89	1.05027	1.07038	0.621356	0.605336	0.816587
0.9	1.05651	1.07646	0.626698	0.61031	0.808417
0.91	1.0628	1.08258	0.631971	0.615223	0.800162
0.92	1.06915	1.08876	0.637176	0.620074	0.791822
0.93	1.07554	1.09499	0.642313	0.624864	0.783397
0.94	1.08199	1.10126	0.647382	0.62959	0.774886
0.95	1.08849	1.10758	0.652381	0.634254	0.766291
0.96	1.09504	1.11394	0.657311	0.638855	0.757612
0.97	1.10164	1.12035	0.662172	0.643391	0.748848
0.98	1.10828	1.12681	0.666962	0.647863	0.74
0.99	1.11498	1.13331	0.671683	0.652271	0.731068
1	1.12172	1.13986	0.676333	0.656613	0.722054
1.01	1.1285	1.14644	0.680912	0.660889	0.712956
1.02	1.13533	1.15307	0.685421	0.6651	0.703776
1.03	1.14221	1.15974	0.689857	0.669244	0.694514
1.04	1.14913	1.16646	0.694222	0.67332	0.685171
1.05	1.15609	1.17321	0.698515	0.67733	0.675746
1.06	1.1631	1.18	0.702736	0.681272	0.666242
1.07	1.17015	1.18684	0.706884	0.685146	0.656658
1.08	1.17724	1.19371	0.710959	0.688951	0.646995
1.09	1.18437	1.20061	0.714961	0.692687	0.637254
1.1	1.19154	1.20756	0.718889	0.696355	0.627436
1.11	1.19874	1.21454	0.722744	0.699952	0.61754
1.12	1.20599	1.22156	0.726524	0.70348	0.607569
1.13	1.21327	1.22861	0.73023	0.706937	0.597523
1.14	1.22059	1.2357	0.733861	0.710323	0.587402
1.15	1.22795	1.24282	0.737416	0.713638	0.577208
1.16	1.23534	1.24997	0.740897	0.716883	0.566942
1.17	1.24277	1.25715	0.744302	0.720055	0.556605
1.18	1.25023	1.26437	0.74763	0.723155	0.546196
1.19	1.25772	1.27162	0.750883	0.726183	0.535719
1.2	1.26525	1.27889	0.754059	0.729139	0.525173
1.21	1.2728	1.2862	0.757158	0.732021	0.514559
1.22	1.28039	1.29353	0.760181	0.73483	0.50388
1.23	1.288	1.3009	0.763126	0.737566	0.493135
1.24	1.29565	1.30829	0.765993	0.740228	0.482327
1.25	1.30332	1.3157	0.768782	0.742816	0.471456
1.26	1.31103	1.32314	0.771494	0.74533	0.460523
1.27	1.31875	1.33061	0.774127	0.747769	0.44953
1.28	1.32651	1.3381	0.776681	0.750134	0.438478
1.29	1.33429	1.34561	0.779157	0.752423	0.427369
1.3	1.34209	1.35314	0.781553	0.754637	0.416203
1.31	1.34992	1.3607	0.783871	0.756776	0.404982
1.32	1.35777	1.36828	0.786108	0.758839	0.393707
1.33	1.36564	1.37588	0.788267	0.760826	0.382381
1.34	1.37353	1.3835	0.790345	0.762738	0.371003
1.35	1.38145	1.39113	0.792343	0.764572	0.359576
1.36	1.38938	1.39879	0.79426	0.766331	0.348101
1.37	1.39733	1.40646	0.796098	0.768012	0.33658
1.38	1.4053	1.41415	0.797854	0.769617	0.325013
1.39	1.41329	1.42185	0.79953	0.771145	0.313404
1.4	1.42129	1.42957	0.801124	0.772596	0.301752
1.41	1.42931	1.4373	0.802638	0.77397	0.29006
1.42	1.43734	1.44505	0.80407	0.775266	0.278329
1.43	1.44539	1.45281	0.80542	0.776485	0.266562
1.44	1.45345	1.46058	0.806689	0.777626	0.254758
1.45	1.46152	1.46836	0.807876	0.778689	0.242921
1.46	1.46961	1.47615	0.808981	0.779674	0.231051
1.47	1.4777	1.48395	0.810005	0.780582	0.219151
1.48	1.48581	1.49176	0.810946	0.781411	0.207222
1.49	1.49392	1.49958	0.811804	0.782162	0.195265
1.5	1.50204	1.50741	0.812581	0.782835	0.183283
1.51	1.51017	1.51524	0.813275	0.78343	0.171277
1.52	1.51831	1.52308	0.813886	0.783946	0.159249
1.53	1.52645	1.53092	0.814415	0.784384	0.1472
1.54	1.5346	1.53876	0.814862	0.784744	0.135133
1.55	1.54275	1.54661	0.815225	0.785025	0.123049
1.56	1.5509	1.55446	0.815506	0.785228	0.110949
1.57	1.55906	1.56232	0.815704	0.785352	0.098836
1.58	1.56721	1.57017	0.815819	0.785397	0.0867112
1.59	1.57537	1.57802	0.815852	0.785364	0.0745764
1.6	1.58353	1.58588	0.815801	0.785253	0.0624334
1.61	1.59169	1.59373	0.815668	0.785063	0.050284
1.62	1.59984	1.60158	0.815452	0.784794	0.03813
1.63	1.608	1.60942	0.815153	0.784447	0.025973
1.64	1.61615	1.61727	0.814771	0.784021	0.013815
1.65	1.62429	1.6251	0.814306	0.783518	0.00165764
1.66	1.63243	1.63294	0.813759	0.782935	-0.0104973
1.67	1.64057	1.64076	0.813128	0.782275	-0.022648
1.68	1.64869	1.64858	0.812416	0.781536	-0.0347926
1.69	1.65681	1.65639	0.81162	0.780719	-0.0469296
1.7	1.66493	1.6642	0.810742	0.779824	-0.0590569
1.71	1.67303	1.67199	0.809782	0.778851	-0.071173
1.72	1.68112	1.67977	0.808739	0.7778	-0.083276
1.73	1.6892	1.68754	0.807614	0.776672	-0.0953642
1.74	1.69727	1.69531	0.806407	0.775465	-0.107436
1.75	1.70533	1.70305	0.805118	0.774181	-0.119489
1.76	1.71338	1.71079	0.803747	0.77282	-0.131523
1.77	1.72141	1.71851	0.802294	0.771382	-0.143534
1.78	1.72942	1.72622	0.800759	0.769866	-0.155522
1.79	1.73742	1.73391	0.799143	0.768273	-0.167485
1.8	1.7454	1.74158	0.797446	0.766604	-0.179422
1.81	1.75337	1.74924	0.795668	0.764857	-0.191329
1.82	1.76132	1.75688	0.793808	0.763035	-0.203207
1.83	1.76924	1.7645	0.791868	0.761136	-0.215053
1.84	1.77715	1.7721	0.789848	0.759161	-0.226865
1.85	1.78504	1.77968	0.787746	0.75711	-0.238642
1.86	1.79291	1.78724	0.785565	0.754983	-0.250382
1.87	1.80075	1.79478	0.783304	0.752781	-0.262084
1.88	1.80857	1.8023	0.780963	0.750503	-0.273747
1.89	1.81637	1.80979	0.778543	0.748151	-0.285368
1.9	1.82414	1.81726	0.776044	0.745724	-0.296945
1.91	1.83189	1.82471	0.773465	0.743222	-0.308479
1.92	1.83961	1.83213	0.770808	0.740645	-0.319966
1.93	1.84731	1.83952	0.768073	0.737995	-0.331406
1.94	1.85497	1.84688	0.76526	0.735271	-0.342797
1.95	1.86261	1.85422	0.762368	0.732474	-0.354137
1.96	1.87022	1.86153	0.7594	0.729603	-0.365426
1.97	1.8778	1.86882	0.756354	0.726659	-0.376661
1.98	1.88535	1.87607	0.753231	0.723642	-0.387842
1.99	1.89286	1.88329	0.750032	0.720553	-0.398967
2	1.90035	1.89048	0.746756	0.717393	-0.410034
